,brand,model,variant,year,price,fuel_type,transmission,km_driven,ownership,body_type,city_id,car_age,price_segment
257,Maruti,Alto 800,LXI,2019,215000,Petrol,Manual,93065,1,Hatchback,3686,7,Budget
258,Maruti,Swift,ZDI AMT,2019,559000,Diesel,Automatic,61442,1,Hatchback,3686,7,Mid-Range
259,Maruti,Alto K10,VXI,2017,227000,Petrol,Manual,59977,1,Hatchback,3686,9,Budget
260,Maruti,Dzire,ZXI AMT,2019,570380,Petrol,Automatic,71424,1,Sedan,3686,7,Mid-Range
261,Maruti,New Wagon-R,VXI 1.2,2021,440000,Petrol,Manual,32332,1,Hatchback,3686,5,Mid-Range
262,Maruti,Wagon R 1.0,VXI,2015,266613,Petrol,Manual,52852,2,Hatchback,3686,11,Budget
263,Maruti,Swift,VDI ABS,2017,490000,Diesel,Manual,84342,1,Hatchback,3686,9,Mid-Range
264,Maruti,Vitara Brezza,ZXI PLUS AT DUAL TONE SHVS,2020,759000,Petrol,Automatic,61463,2,SUV,3686,6,Premium
265,Maruti,Celerio,ZXI (O),2017,317000,Petrol,Manual,75516,2,Hatchback,3686,9,Mid-Range
266,Maruti,Eeco,7 STR STD(O),2022,392000,Petrol,Manual,32848,1,SUV,3686,4,Mid-Range
267,Maruti,IGNIS,DELTA 1.2 AMT,2019,451371,Petrol,Automatic,14627,2,Hatchback,3686,7,Mid-Range
268,Maruti,Alto 800,LXI,2018,246000,Petrol,Manual,15125,1,Hatchback,3686,8,Budget
269,Maruti,Ciaz,ALPHA  AT 1.4  PETROL,2018,582742,Petrol,Automatic,83019,1,Sedan,3686,8,Mid-Range
270,Maruti,XL6,ALPHA AT,2021,929000,Petrol,Automatic,35322,1,SUV,3686,5,Premium
271,Maruti,Vitara Brezza,ZDI,2018,640000,Diesel,Manual,85198,1,SUV,3686,8,Mid-Range
272,Maruti,New Wagon-R,VXI (O) 1.0,2021,410000,Petrol,Manual,40746,1,Hatchback,3686,5,Mid-Range
273,Maruti,Wagon R 1.0,VXI (O) AMT,2018,294500,Petrol,Automatic,89199,1,Hatchback,3686,8,Budget
274,Maruti,Alto 800,VXI O,2018,243735,Petrol,Manual,22521,1,Hatchback,3686,8,Budget
275,Maruti,Eeco,5 STR WITH A/C+HTR,2019,366000,Petrol,Manual,78668,1,SUV,3686,7,Mid-Range
276,Maruti,Wagon R 1.0,VXI AMT,2017,314000,Petrol,Automatic,78443,1,Hatchback,3686,9,Mid-Range
277,Maruti,Baleno,ZETA CVT PETROL 1.2,2018,532000,Petrol,Automatic,24422,1,Hatchback,3686,8,Mid-Range
278,Maruti,S PRESSO,LXI S-CNG,2024,398000,CNG,Manual,23158,1,Hatchback,3686,2,Mid-Range
279,Maruti,New Wagon-R,VXI 1.0,2021,414000,Petrol,Manual,46758,1,Hatchback,3686,5,Mid-Range
280,Maruti,IGNIS,DELTA 1.2 AMT,2018,347000,Petrol,Automatic,110580,2,Hatchback,3686,8,Mid-Range
281,Maruti,New Wagon-R,VXI 1.0,2021,428000,Petrol,Manual,35961,1,Hatchback,3686,5,Mid-Range
282,Maruti,S PRESSO,VXI+,2021,350549,Petrol,Manual,32907,1,Hatchback,3686,5,Mid-Range
283,Maruti,Alto K10,VXi Plus (O),2025,496000,Petrol,Manual,553,1,Hatchback,3686,1,Mid-Range
284,Maruti,Celerio,ZXI AMT,2016,293000,Petrol,Automatic,88899,2,Hatchback,3686,10,Budget
285,Maruti,S Cross,ZETA AT 1.5,2022,731500,Petrol,Automatic,71082,1,SUV,3686,4,Premium
286,Maruti,Alto K10,VXI,2018,217000,Petrol,Manual,113273,1,Hatchback,3686,8,Budget
287,Maruti,Ciaz,ALPHA 1.5 SHVS PETROL,2021,652000,Petrol,Manual,49264,1,Sedan,3686,5,Mid-Range
288,Maruti,Baleno,ALPHA CVT PETROL 1.2,2018,541000,Petrol,Automatic,44653,1,Hatchback,3686,8,Mid-Range
289,Maruti,Vitara Brezza,ZXI AT SHVS,2020,751000,Petrol,Automatic,83488,2,SUV,3686,6,Premium
290,Maruti,New Wagon-R,LXI CNG 1.0,2022,393000,CNG,Manual,112763,1,Hatchback,3686,4,Mid-Range
291,Maruti,BREZZA,ZXI + SMART HYBRID,2023,869000,Petrol,Manual,96221,1,SUV,3686,3,Premium
292,Maruti,Dzire,ZXI PLUS AMT,2018,590000,Petrol,Automatic,53504,1,Sedan,3686,8,Mid-Range
293,Maruti,New Wagon-R,ZXI 1.2 AMT,2020,416000,Petrol,Automatic,83783,1,Hatchback,3686,6,Mid-Range
294,Maruti,Baleno,ALPHA CVT PETROL 1.2,2018,526175,Petrol,Automatic,62927,1,Hatchback,3686,8,Mid-Range
295,Maruti,Vitara Brezza,ZDI PLUS AMT,2019,751000,Diesel,Automatic,72378,2,SUV,3686,7,Premium
296,Maruti,Baleno,ZETA CVT PETROL 1.2,2017,442000,Petrol,Automatic,97116,1,Hatchback,3686,9,Mid-Range
297,Maruti,Celerio,VXI (O),2020,418297,Petrol,Manual,11667,1,Hatchback,3686,6,Mid-Range
298,Maruti,S PRESSO,VXI PLUS AMT,2021,367236,Petrol,Automatic,48989,1,Hatchback,3686,5,Mid-Range
299,Maruti,Baleno,DELTA PETROL 1.2,2018,475575,Petrol,Manual,28912,2,Hatchback,3686,8,Mid-Range
300,Maruti,S Cross,ZETA 1.3,2018,701446,Diesel,Manual,71752,1,SUV,3686,8,Premium
301,Maruti,Swift,VDI,2013,268000,Diesel,Manual,196671,2,Hatchback,3686,13,Budget
302,Maruti,Swift,VDI,2013,289000,Diesel,Manual,197758,2,Hatchback,3686,13,Budget
303,Maruti,Swift,VXI,2012,264000,Petrol,Manual,21683,1,Hatchback,3686,14,Budget
304,Maruti,Dzire,VXI CNG,2023,594000,CNG,Manual,82324,2,Sedan,3686,3,Mid-Range
305,Maruti,Dzire,VDI,2019,480000,Diesel,Manual,245628,3,Sedan,3686,7,Mid-Range
306,Maruti,Swift,ZXI,2019,611000,Petrol,Manual,78751,1,Hatchback,3686,7,Mid-Range
307,Maruti,Swift,VXI,2023,607000,Petrol,Manual,54985,1,Hatchback,3686,3,Mid-Range
308,Maruti,Ciaz,ZDI SHVS,2016,551000,Diesel,Manual,118820,1,Sedan,3686,10,Mid-Range
309,Maruti,Celerio,VXI AMT,2014,312000,Petrol,Automatic,55357,1,Hatchback,3686,12,Mid-Range
310,Maruti,Baleno,ZETA CVT PETROL 1.2,2018,514000,Petrol,Automatic,38241,1,Hatchback,3686,8,Mid-Range
311,Maruti,Baleno,DELTA PETROL 1.2,2020,455000,Petrol,Manual,44757,2,Hatchback,3686,6,Mid-Range
312,Maruti,Dzire,ZXI PLUS AMT,2018,545000,Petrol,Automatic,126500,1,Sedan,3686,8,Mid-Range
313,Maruti,Wagon R 1.0,VXI,2015,333000,Petrol,Manual,29627,3,Hatchback,3686,11,Mid-Range
314,Maruti,New Wagon-R,ZXI PLUS 1.2 AMT,2024,573000,Petrol,Automatic,40926,1,Hatchback,3686,2,Mid-Range
315,Maruti,Baleno,SIGMA PETROL 1.2,2020,429000,Petrol,Manual,46000,1,Hatchback,3686,6,Mid-Range
316,Maruti,Ritz,VXI,2011,187000,Petrol,Manual,83810,2,Hatchback,3686,15,Budget
317,Maruti,Swift,ZXI PLUS,2022,650000,Petrol,Manual,87754,1,Hatchback,3686,4,Mid-Range
318,Maruti,Vitara Brezza,ZDI,2019,627000,Diesel,Manual,94199,1,SUV,3686,7,Mid-Range
319,Maruti,IGNIS,ZETA 1.2,2022,547000,Petrol,Manual,54868,1,Hatchback,3686,4,Mid-Range
320,Maruti,FRONX,DELTA 1.2 AGS,2023,549000,Petrol,Automatic,148528,1,Hatchback,3686,3,Mid-Range
321,Maruti,S Cross,ZETA 1.5,2020,707000,Petrol,Manual,115266,1,SUV,3686,6,Premium
322,Maruti,Vitara Brezza,ZXI AT SHVS,2020,828000,Petrol,Automatic,21757,1,SUV,3686,6,Premium
323,Maruti,Alto 800,VXI,2018,267000,Petrol,Manual,69536,2,Hatchback,3686,8,Budget
324,Maruti,Swift,VDI,2014,270000,Diesel,Manual,135607,1,Hatchback,3686,12,Budget
325,Maruti,Baleno,ALPHA PETROL 1.2,2023,775000,Petrol,Manual,44610,2,Hatchback,3686,3,Premium
326,Maruti,Alto 800,LXI,2017,245000,Petrol,Manual,49700,2,Hatchback,3686,9,Budget
327,Maruti,Vitara Brezza,VXI AT SHVS,2020,800000,Petrol,Automatic,81419,1,SUV,3686,6,Premium
328,Maruti,Dzire,VXI,2019,432000,Petrol,Manual,95482,2,Sedan,3686,7,Mid-Range
329,Maruti,IGNIS,ALPHA 1.2,2021,520000,Petrol,Manual,12824,1,Hatchback,3686,5,Mid-Range
330,Maruti,Wagon R 1.0,VXI,2013,215000,Petrol,Manual,136216,2,Hatchback,3686,13,Budget
331,Maruti,Alto 800,LXI O,2017,225000,Petrol,Manual,42288,2,Hatchback,3686,9,Budget
332,Maruti,Ertiga,VXI,2017,584000,Petrol,Manual,45320,2,SUV,3686,9,Mid-Range
333,Maruti,Swift Dzire,TOUR DIESEL,2016,240000,Diesel,Manual,182167,3,Sedan,3686,10,Budget
334,Maruti,Swift Dzire,TOUR S DIESEL,2019,357000,Diesel,Manual,76392,2,Sedan,3686,7,Mid-Range
335,Maruti,OMNI E,8 STR,2018,211000,Petrol,Manual,66696,2,SUV,3686,8,Budget
336,Maruti,Alto K10,VXI AMT,2016,184000,Petrol,Automatic,54886,1,Hatchback,3686,10,Budget
337,Maruti,Swift,VXI,2018,508000,Petrol,Manual,15536,1,Hatchback,3686,8,Mid-Range
338,Maruti,Alto 800,LXI,2014,220000,Petrol,Manual,94453,3,Hatchback,3686,12,Budget
339,Maruti,Celerio,VXI,2016,334000,Petrol,Manual,98900,1,Hatchback,3686,10,Mid-Range
340,Maruti,S PRESSO,VXI+,2020,360000,Petrol,Manual,31837,1,Hatchback,3686,6,Mid-Range
341,Maruti,Eeco,5 STR WITH A/C+HTR,2020,380000,Petrol,Manual,28351,2,SUV,3686,6,Mid-Range
342,Maruti,Alto K10,VXI,2014,176000,Petrol,Manual,87350,1,Hatchback,3686,12,Budget
343,Maruti,Wagon R 1.0,VXI,2017,272000,CNG,Manual,161332,2,Hatchback,3686,9,Budget
344,Maruti,Alto 800,LXI,2013,153000,Petrol,Manual,115202,1,Hatchback,3686,13,Budget
345,Maruti,Ciaz,DELTA DIESEL 1.3,2017,486000,Diesel,Manual,67256,1,Sedan,3686,9,Mid-Range
346,Maruti,Ritz,VXI,2013,215000,Petrol,Manual,87584,6,Hatchback,3686,13,Budget
347,Maruti,Swift Dzire,VDI,2014,459000,Diesel,Manual,149858,2,Sedan,3686,12,Mid-Range
348,Maruti,Swift Dzire,VXI,2013,217000,Petrol,Manual,111810,2,Sedan,3686,13,Budget
349,Maruti,Alto K10,VXI,2014,215000,Petrol,Manual,24000,1,Hatchback,3686,12,Budget
350,Maruti,Alto 800,LXI,2012,162000,Petrol,Manual,9630,1,Hatchback,3686,14,Budget
351,Maruti,Wagon R 1.0,VXI (O) AMT,2016,209000,Petrol,Automatic,85302,1,Hatchback,3686,10,Budget
352,Maruti,Alto 800,LXI,2014,172000,Petrol,Manual,81906,2,Hatchback,3686,12,Budget
353,Maruti,Alto 800,LXI,2014,154000,Petrol,Manual,33487,1,Hatchback,3686,12,Budget
354,Maruti,Swift Dzire,TOUR DIESEL,2016,246000,Diesel,Manual,95027,5,Sedan,3686,10,Budget
355,Maruti,Alto 800,LXI,2014,178000,Petrol,Manual,83724,2,Hatchback,3686,12,Budget
356,Maruti,IGNIS,DELTA 1.2,2017,320000,Petrol,Manual,75064,4,Hatchback,3686,9,Mid-Range
357,Maruti,Swift Dzire,TOUR DIESEL,2017,333000,Diesel,Manual,178576,2,Sedan,3686,9,Mid-Range
358,Maruti,Alto 800,VXI,2015,200000,Petrol,Manual,32957,2,Hatchback,3686,11,Budget
359,Maruti,Baleno,ALPHA 1.2 AGS,2024,788000,Petrol,Automatic,10888,1,Hatchback,3686,2,Premium
360,Maruti,Alto 800,VXI,2016,183000,Petrol,Manual,87072,1,Hatchback,3686,10,Budget
361,Maruti,Swift,VXI,2019,380000,Petrol,Manual,114989,1,Hatchback,3686,7,Mid-Range
362,Maruti,Swift,VDI,2012,206123,Diesel,Manual,129111,2,Hatchback,3686,14,Budget
363,Maruti,Alto 800,VXI,2014,160000,Petrol,Manual,28602,5,Hatchback,3686,12,Budget
364,Maruti,SX4,VXI CNG,2013,160000,CNG,Manual,82841,2,Sedan,3686,13,Budget
365,Maruti,Swift,VXI,2016,383000,Petrol,Manual,59668,2,Hatchback,3686,10,Mid-Range
366,Maruti,Swift,VXI,2013,287000,Petrol,Manual,80899,2,Hatchback,3686,13,Budget
367,Maruti,Alto 800,LXI,2013,142000,Petrol,Manual,66381,2,Hatchback,3686,13,Budget
368,Maruti,Swift,VDI,2013,276000,Diesel,Manual,125837,2,Hatchback,3686,13,Budget
369,Maruti,Swift,VXI,2014,338000,Petrol,Manual,94084,1,Hatchback,3686,12,Mid-Range
370,Maruti,Grand Vitara,SIGMA SMART HYBRID,2024,903000,Petrol,Manual,19229,1,SUV,3686,2,Premium
371,Maruti,Alto 800,LXI,2013,145000,Petrol,Manual,119111,1,Hatchback,3686,13,Budget
372,Maruti,Swift,VXI,2015,352000,Petrol,Manual,122860,2,Hatchback,3686,11,Mid-Range
373,Maruti,Wagon R 1.0,LXI CNG,2013,258000,CNG,Manual,109457,1,Hatchback,3686,13,Budget
374,Maruti,IGNIS,ZETA 1.2,2018,387000,Petrol,Manual,51898,2,Hatchback,3686,8,Mid-Range
375,Maruti,Swift Dzire,VXI,2015,371000,Petrol,Manual,96545,2,Sedan,3686,11,Mid-Range
376,Maruti,Alto 800,VXI O,2017,180000,Petrol,Manual,51679,5,Hatchback,3686,9,Budget
377,Maruti,Swift,VXi,2024,626000,Petrol,Manual,9990,1,Hatchback,3686,2,Mid-Range
378,Maruti,Alto,LXI,2021,295000,Petrol,Manual,215365,1,Hatchback,3686,5,Budget
379,Maruti,Alto K10,VXI,2015,170000,Petrol,Manual,116344,1,Hatchback,3686,11,Budget
380,Maruti,Alto 800,LXI,2016,193000,Petrol,Manual,105197,2,Hatchback,3686,10,Budget
381,Maruti,Swift,ZDI,2015,371000,Diesel,Manual,200476,5,Hatchback,3686,11,Mid-Range
382,Maruti,Dzire,VXI,2017,390000,Petrol,Manual,127247,2,Sedan,3686,9,Mid-Range
383,Maruti,Ciaz,ZXI,2015,353000,Petrol,Manual,134166,2,Sedan,3686,11,Mid-Range
384,Maruti,Swift,VDI,2013,303000,Diesel,Manual,157347,2,Hatchback,3686,13,Mid-Range
385,Maruti,Alto 800,LXI,2012,125000,Petrol,Manual,104755,2,Hatchback,3686,14,Budget
386,Maruti,Celerio,VXI (O),2016,250000,Petrol,Manual,66610,1,Hatchback,3686,10,Budget
387,Maruti,Alto 800,LXI,2018,225000,Petrol,Manual,78563,4,Hatchback,3686,8,Budget
388,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2019,500000,Petrol,Manual,50654,2,Sedan,3686,7,Mid-Range
389,Maruti,Ritz,VDI,2013,213000,Diesel,Manual,267040,2,Hatchback,3686,13,Budget
390,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2020,468000,Petrol,Manual,37882,2,Sedan,3686,6,Mid-Range
391,Maruti,Celerio,TOUR H2,2019,236000,Petrol,Manual,85283,2,Hatchback,3686,7,Budget
392,Maruti,Ritz,VDI,2012,172000,Diesel,Manual,99343,1,Hatchback,3686,14,Budget
393,Maruti,Swift,LXI,2012,217000,Petrol,Manual,132816,1,Hatchback,3686,14,Budget
394,Maruti,Wagon R 1.0,VXI,2013,228000,Petrol,Manual,69178,2,Hatchback,3686,13,Budget
395,Maruti,Ritz,VXI,2012,211000,Petrol,Manual,86961,2,Hatchback,3686,14,Budget
396,Maruti,S PRESSO,LXI (O) CNG,2022,276000,CNG,Manual,175302,2,Hatchback,3686,4,Budget
397,Maruti,Ritz,LDI,2016,170000,Diesel,Manual,96000,2,Hatchback,3686,10,Budget
398,Maruti,Wagon R 1.0,VXI,2013,235000,Petrol,Manual,39819,1,Hatchback,3686,13,Budget
399,Maruti,Swift Dzire,TOUR DIESEL,2016,294000,Diesel,Manual,177460,1,Sedan,3686,10,Budget
400,Maruti,JIMNY,ALPHA ALL GRIP PRO MT DUAL TONE,2023,1046000,Petrol,Manual,20853,1,SUV,3686,3,Premium
401,Maruti,Swift Dzire,VXI,2014,313000,Petrol,Manual,110207,7,Sedan,3686,12,Mid-Range
402,Maruti,Alto 800,LXI,2017,219000,Petrol,Manual,26672,2,Hatchback,3686,9,Budget
403,Maruti,Ertiga,VXI AT SHVS,2022,949000,Petrol,Automatic,47809,1,SUV,3686,4,Premium
404,Maruti,Swift,VDI,2013,250000,Diesel,Manual,120003,2,Hatchback,3686,13,Budget
405,Maruti,Alto 800,LXI,2013,133000,Petrol,Manual,92002,1,Hatchback,3686,13,Budget
406,Maruti,Ritz,VXI,2014,200000,Petrol,Manual,79844,3,Hatchback,3686,12,Budget
407,Maruti,Wagon R,LXI MINOR,2009,96000,Petrol,Manual,146284,6,Hatchback,3686,17,Budget
408,Maruti,Vitara Brezza,VXI,2020,575000,Petrol,Manual,131804,2,SUV,3686,6,Mid-Range
409,Maruti,Swift,VDI,2012,239000,Diesel,Manual,116000,1,Hatchback,3686,14,Budget
410,Maruti,Swift,VDI,2011,156000,Diesel,Manual,183660,2,Hatchback,3686,15,Budget
411,Maruti,Alto K10,LXI (O),2016,195000,Petrol,Manual,95603,1,Hatchback,3686,10,Budget
412,Maruti,Alto K10,VXI,2018,229000,Petrol,Manual,66847,2,Hatchback,3686,8,Budget
413,Maruti,Alto,LXI,2011,110000,Petrol,Manual,48118,1,Hatchback,3686,15,Budget
414,Maruti,Celerio,ZDI (O),2015,166000,Diesel,Manual,117132,2,Hatchback,3686,11,Budget
415,Maruti,XL6,ALPHA MT,2020,899000,Petrol,Manual,35277,1,SUV,3686,6,Premium
416,Maruti,Swift Dzire,ZXI,2011,268000,Petrol,Manual,87436,2,Sedan,3686,15,Budget
417,Maruti,Alto K10,LXI,2011,142000,Petrol,Manual,117772,2,Hatchback,3686,15,Budget
418,Maruti,Swift,VDI,2011,171000,Diesel,Manual,74432,2,Hatchback,3686,15,Budget
419,Maruti,Wagon R Stingray,VXI,2013,269000,Petrol,Manual,67437,1,Hatchback,3686,13,Budget
420,Maruti,Baleno,DELTA PETROL 1.2,2021,549000,Petrol,Manual,60639,2,Hatchback,3686,5,Mid-Range
421,Maruti,Swift,VDI,2015,395000,Diesel,Manual,128103,1,Hatchback,3686,11,Mid-Range
422,Maruti,Swift Dzire,TOUR DIESEL,2017,335000,Diesel,Manual,91559,2,Sedan,3686,9,Mid-Range
423,Maruti,Swift,ZXI,2015,400000,Petrol,Manual,150000,2,Hatchback,3686,11,Mid-Range
424,Maruti,S PRESSO,VXI+,2022,404000,Petrol,Manual,37736,1,Hatchback,3686,4,Mid-Range
425,Maruti,Swift,VXi,2025,678000,Petrol,Manual,5297,1,Hatchback,3686,1,Mid-Range
426,Maruti,Swift,ZXI,2014,373000,Petrol,Manual,126570,2,Hatchback,3686,12,Mid-Range
427,Maruti,Wagon R 1.0,LXI CNG,2011,144000,CNG,Manual,99154,1,Hatchback,3686,15,Budget
428,Maruti,Ertiga,ZDI,2013,557000,Diesel,Manual,124152,1,SUV,3686,13,Mid-Range
429,Maruti,Swift Dzire,LDI,2012,214000,Diesel,Manual,142153,2,Sedan,3686,14,Budget
430,Maruti,Wagon R 1.0,VXI,2017,256000,Petrol,Manual,80827,2,Hatchback,3686,9,Budget
431,Maruti,Swift,VXI,2011,177000,Petrol,Manual,120296,2,Hatchback,3686,15,Budget
432,Maruti,Swift Dzire,VXI,2013,269000,Petrol,Manual,13142,2,Sedan,3686,13,Budget
433,Maruti,Swift Dzire,VXI,2014,406000,Petrol,Manual,30856,2,Sedan,3686,12,Mid-Range
434,Maruti,Swift,VDI,2012,258000,Diesel,Manual,141833,2,Hatchback,3686,14,Budget
435,Maruti,Celerio,ZXI AMT,2016,326000,Petrol,Automatic,153380,1,Hatchback,3686,10,Mid-Range
436,Maruti,Alto,LXI,2011,129000,Petrol,Manual,21670,1,Hatchback,3686,15,Budget
437,Maruti,Swift,VXI AMT,2022,532000,Petrol,Automatic,55230,2,Hatchback,3686,4,Mid-Range
438,Maruti,Wagon R 1.0,VXI,2012,200000,Petrol,Manual,81330,2,Hatchback,3686,14,Budget
439,Maruti,Alto K10,VXI,2018,295000,Petrol,Manual,23533,2,Hatchback,3686,8,Budget
440,Maruti,Swift,VDI,2013,287000,Diesel,Manual,163932,2,Hatchback,3686,13,Budget
441,Maruti,Swift Dzire,ZDI,2012,281000,Diesel,Manual,249634,3,Sedan,3686,14,Budget
442,Maruti,Dzire,VXI,2018,398000,Petrol,Manual,151214,2,Sedan,3686,8,Mid-Range
443,Maruti,Swift,ZXI,2015,385000,Petrol,Manual,62065,2,Hatchback,3686,11,Mid-Range
444,Maruti,Swift Dzire,VXI,2013,298000,Petrol,Manual,140424,2,Sedan,3686,13,Budget
445,Maruti,Alto K10,VXI,2017,232000,Petrol,Manual,81152,2,Hatchback,3686,9,Budget
446,Maruti,Wagon R 1.0,VXI,2011,150000,Petrol,Manual,55988,1,Hatchback,3686,15,Budget
447,Maruti,Alto,LXI,2010,85000,Petrol,Manual,63173,3,Hatchback,3686,16,Budget
448,Maruti,S Cross,ZETA 1.3,2017,550000,Diesel,Manual,139941,2,SUV,3686,9,Mid-Range
